;number_words_mean;first_fix_duration_mean;fix_duration_mean;fix_number_mean;pupil_mean;fixations_regressions_mean;go_past_time_mean;trt_trial;trial;fix_duration_increase;fix_duration_decrease;first_fix_duration_increase;first_fix_duration_decrease;fix_number_increase;fix_number_decrease;user;session
41;47;115.9574;128.5532;0.6809;2.6889;0.6667;248.2857;6042.0;7.2;0.4255;0.5532;0.4255;0.5532;0.2979;0.6809;mohammed;1
42;55;100.7636;106.6727;0.5818;2.6538;0.8485;202.3103;5867.0;5.2;0.4182;0.5636;0.4182;0.5636;0.3273;0.6545;mohammed;1
43;89;131.2809;163.4157;0.7416;2.4694;0.791;298.4717;14544.0;5.1;0.4382;0.5506;0.427;0.5618;0.3483;0.6404;mohammed;1
44;74;131.7162;147.4865;0.6892;2.5391;0.8077;269.6136;10914.0;9.1;0.3919;0.5946;0.3919;0.5946;0.3243;0.6622;mohammed;1
45;59;107.0678;118.661;0.5932;2.4971;0.8333;225.8387;7001.0;9.2;0.3729;0.6102;0.3729;0.6102;0.339;0.6441;mohammed;1
46;85;120.2706;147.6118;0.7647;2.5647;0.8182;272.3019;12547.0;26.2;0.4235;0.5647;0.4235;0.5647;0.3176;0.6706;mohammed;1
47;21;112.6667;124.9524;0.5714;2.6164;0.7692;262.8182;2624.0;26.1;0.381;0.5714;0.3333;0.619;0.3333;0.619;mohammed;1
48;2;183.5;708.5;3.0;2.61;0.1429;808.5;1417.0;17.1;0.5;0.0;0.0;0.5;0.5;0.0;mohammed;1
49;35;113.2286;183.6571;1.0;2.4848;0.5556;348.9565;6428.0;17.2;0.4;0.5714;0.4571;0.5143;0.3143;0.6571;mohammed;1
50;112;101.2946;149.4375;0.6696;2.428;0.7895;401.7273;16737.0;14.1;0.3482;0.6429;0.3482;0.6429;0.3036;0.6875;mohammed;1
51;101;83.297;122.0198;0.604;2.6895;0.7581;361.4762;12324.0;14.2;0.297;0.6931;0.297;0.6931;0.2673;0.7228;mohammed;1
52;46;134.3261;172.0217;0.913;2.635;0.5814;382.0625;7913.0;1.2;0.4565;0.5217;0.4565;0.5217;0.2826;0.6957;mohammed;1
53;12;90.3333;177.8333;1.0;2.7117;0.4615;483.5;2134.0;1.1;0.4167;0.5;0.3333;0.5833;0.4167;0.5;mohammed;1
54;7;90.4286;245.2857;1.1429;2.4675;0.5556;429.25;1717.0;13.1;0.4286;0.4286;0.4286;0.4286;0.4286;0.4286;mohammed;1
55;98;95.3469;133.2857;0.6939;2.5555;0.7246;291.1765;13062.0;13.2;0.3469;0.6429;0.3776;0.6122;0.3061;0.6837;mohammed;1
56;136;104.1838;124.0882;0.625;2.4072;0.8256;277.4648;16876.0;21.2;0.4191;0.5735;0.3971;0.5956;0.3235;0.6691;mohammed;1
57;55;84.7455;96.0909;0.4727;2.6217;0.7778;251.5652;5285.0;21.1;0.3818;0.6;0.3455;0.6364;0.2909;0.6909;mohammed;1
58;41;103.3415;103.3415;0.439;2.5894;0.8947;235.3889;4237.0;30.2;0.3659;0.6098;0.3659;0.6098;0.3171;0.6585;mohammed;1
59;53;79.5472;108.1698;0.566;2.4395;0.7742;277.2727;5733.0;30.1;0.3208;0.6604;0.3208;0.6604;0.283;0.6981;mohammed;1
60;7;194.0;324.7143;1.4286;3.058;0.4545;652.8;2273.0;28.0;0.5714;0.2857;0.5714;0.2857;0.5714;0.2857;mohammed;1
61;18;158.3333;345.5556;1.8333;3.0246;0.5588;591.6154;6220.0;2.0;0.4444;0.5;0.4444;0.5;0.3889;0.5556;mohammed;1
62;9;155.4444;286.8889;1.6667;2.8686;0.4375;416.5714;2582.0;25.0;0.3333;0.5556;0.4444;0.4444;0.2222;0.6667;mohammed;1
63;8;88.5;88.5;0.375;2.8967;0.5;236.0;708.0;3.0;0.25;0.625;0.25;0.625;0.25;0.625;mohammed;1
64;8;104.0;118.625;0.625;2.68;0.5;237.25;949.0;19.0;0.25;0.625;0.25;0.625;0.25;0.625;mohammed;1
65;9;193.4444;208.3333;1.0;3.07;0.6;272.75;1875.0;18.0;0.4444;0.4444;0.4444;0.4444;0.2222;0.6667;mohammed;1
66;15;152.1333;183.2;0.6667;2.8888;0.6364;343.5;2748.0;10.0;0.4667;0.4667;0.4667;0.4667;0.4;0.5333;mohammed;1
67;13;99.3846;243.6154;1.3846;2.71;0.5789;469.5556;3167.0;29.0;0.6154;0.3077;0.4615;0.4615;0.4615;0.4615;mohammed;1
68;10;69.3;97.7;0.6;2.7225;0.4286;244.25;977.0;20.0;0.3;0.6;0.3;0.6;0.3;0.6;mohammed;1
69;13;78.9231;94.3077;0.5385;2.79;0.5;265.5;1226.0;23.0;0.3077;0.6154;0.3077;0.6154;0.2308;0.6923;mohammed;1
70;8;139.625;370.875;1.75;2.6067;0.4667;544.5;2967.0;4.0;0.375;0.5;0.375;0.5;0.375;0.5;mohammed;1
71;9;123.7778;144.1111;0.8889;2.7517;0.5556;235.5;1297.0;6.0;0.4444;0.4444;0.4444;0.4444;0.4444;0.4444;mohammed;1
72;8;54.125;54.125;0.375;2.87;0.5;144.3333;433.0;22.0;0.25;0.625;0.25;0.625;0.25;0.625;mohammed;1
73;8;245.75;501.0;2.625;2.7;0.5;729.25;4008.0;11.0;0.625;0.25;0.375;0.5;0.5;0.375;mohammed;1
74;8;64.625;120.875;0.625;2.5533;0.5;322.3333;967.0;12.0;0.375;0.5;0.375;0.5;0.375;0.5;mohammed;1
75;8;66.625;216.625;1.625;2.44;0.3571;493.4;1733.0;8.0;0.375;0.5;0.375;0.5;0.375;0.5;mohammed;1
76;8;145.875;213.625;1.0;2.948;0.5556;623.4;1709.0;27.0;0.375;0.5;0.375;0.5;0.25;0.625;mohammed;1
77;5;53.2;53.2;0.4;2.395;0.3333;133.0;266.0;24.0;0.2;0.6;0.2;0.6;0.2;0.6;mohammed;1
78;8;218.75;418.75;1.875;2.6271;0.4375;769.2857;3350.0;15.0;0.5;0.375;0.5;0.375;0.375;0.5;mohammed;1
79;8;119.5;142.375;0.75;2.566;0.5714;274.4;1139.0;16.0;0.375;0.5;0.375;0.5;0.375;0.5;mohammed;1
80;8;99.875;136.25;0.75;2.6925;0.4286;318.25;1090.0;7.0;0.375;0.5;0.375;0.5;0.375;0.5;mohammed;1
81;8;88.5;121.75;0.875;2.536;0.5;214.8;974.0;5.0;0.375;0.5;0.375;0.5;0.375;0.5;mohammed;1
82;12;133.1667;285.25;1.3333;2.9488;0.5294;637.0;3423.0;9.0;0.3333;0.5833;0.5833;0.3333;0.25;0.6667;mohammed;1
83;12;211.0;211.0;0.5833;2.6929;0.75;361.7143;2532.0;26.0;0.25;0.6667;0.25;0.6667;0.1667;0.75;mohammed;1
84;12;107.0;141.75;0.9167;2.4214;0.5833;271.5714;1701.0;17.0;0.3333;0.5833;0.4167;0.5;0.25;0.6667;mohammed;1
85;10;173.3;386.8;2.1;2.4622;0.5455;568.7778;3868.0;14.0;0.4;0.5;0.3;0.6;0.4;0.5;mohammed;1
86;11;90.8182;90.8182;0.4545;2.784;0.6667;199.8;999.0;1.0;0.3636;0.5455;0.3636;0.5455;0.2727;0.6364;mohammed;1
87;10;81.6;93.2;0.5;2.4775;0.3333;295.5;932.0;13.0;0.4;0.5;0.4;0.5;0.3;0.6;mohammed;1
88;12;97.6667;142.1667;1.0;2.5562;0.5385;250.75;1706.0;21.0;0.5;0.4167;0.3333;0.5833;0.4167;0.5;mohammed;1
89;12;72.1667;88.0833;0.5;2.522;0.5714;211.4;1057.0;30.0;0.4167;0.5;0.4167;0.5;0.3333;0.5833;mohammed;1
