;number_words_mean;first_fix_duration_mean;fix_duration_mean;fix_number_mean;pupil_mean;fixations_regressions_mean;go_past_time_mean;trt_trial;trial;fix_duration_increase;fix_duration_decrease;first_fix_duration_increase;first_fix_duration_decrease;fix_number_increase;fix_number_decrease;user;session;discarted
18;53.0;153.7925;245.3019;0.9811;3.3738;0.5849;488.0625;13001.0;30.1;0.434;0.5472;0.3962;0.5849;0.3585;0.6226;noemi;1;
19;41.0;86.1463;120.0976;0.4634;3.65;0.55;437.3571;4924.0;30.2;0.1951;0.7805;0.1951;0.7805;0.1707;0.8049;noemi;1;
20;58.0;165.7586;226.2069;0.9483;3.5082;0.6964;427.7105;13120.0;6.1;0.3793;0.6034;0.3966;0.5862;0.2931;0.6897;noemi;1;
21;57.0;153.0526;223.6667;0.8947;3.5897;0.7115;362.0;12749.0;6.2;0.386;0.5965;0.4035;0.5789;0.2807;0.7018;noemi;1;
22;115.0;139.9565;245.1304;0.9826;3.3645;0.614;552.8308;28190.0;19.1;0.3652;0.6261;0.3739;0.6174;0.2957;0.6957;noemi;1;
23;19.0;121.8421;166.9474;0.7895;3.566;0.5625;317.2;3172.0;19.2;0.2632;0.6842;0.3158;0.6316;0.2105;0.7368;noemi;1;
24;98.0;156.3878;231.1327;0.8163;3.3978;0.7037;399.431;22651.0;13.2;0.4082;0.5816;0.3878;0.602;0.2959;0.6939;noemi;1;
25;7.0;235.8571;326.2857;1.1429;3.702;0.4444;560.2;2284.0;13.1;0.4286;0.4286;0.4286;0.4286;0.5714;0.2857;noemi;1;
26;2.0;500.0;733.0;1.5;3.555;0.25;1058.0;1466.0;7.1;0.5;0.0;0.0;0.5;0.5;0.0;noemi;1;
27;47.0;109.9149;179.7234;0.6596;3.4737;0.7188;539.2632;8447.0;7.2;0.2553;0.7234;0.2128;0.766;0.1915;0.7872;noemi;1;
28;112.0;160.1696;243.8571;0.9375;3.4038;0.6132;427.0923;27312.0;14.1;0.3839;0.6071;0.3661;0.625;0.3125;0.6786;noemi;1;
29;101.0;153.2871;236.0198;0.901;3.4175;0.663;625.375;23838.0;14.2;0.3366;0.6535;0.3564;0.6337;0.2673;0.7228;noemi;1;
30;48.0;119.125;302.0833;1.125;3.3445;0.6727;1012.9545;14500.0;22.1;0.2917;0.6875;0.2083;0.7708;0.2917;0.6875;noemi;1;
31;8.0;112.375;498.625;1.875;3.5025;0.3125;997.25;3989.0;22.2;0.5;0.375;0.375;0.5;0.5;0.375;noemi;1;
32;136.0;127.7132;230.0588;0.9044;3.4145;0.6452;538.7424;31288.0;21.2;0.3529;0.6397;0.3162;0.6765;0.2941;0.6985;noemi;1;
33;55.0;128.8;196.9818;0.7818;3.4319;0.7273;367.7742;10834.0;21.1;0.3455;0.6364;0.3455;0.6364;0.2727;0.7091;noemi;1;
34;12.0;216.75;620.75;2.0833;3.59;0.3846;924.0;7449.0;23.2;0.3333;0.5833;0.4167;0.5;0.3333;0.5833;noemi;1;
35;41.0;99.2195;140.3171;0.561;3.4862;0.5833;469.0;5753.0;23.1;0.3171;0.6585;0.2927;0.6829;0.2927;0.6829;noemi;1;
36;72.0;147.2361;211.125;0.8333;3.4093;0.6557;380.5122;15201.0;10.2;0.3472;0.6389;0.375;0.6111;0.2778;0.7083;noemi;1;
37;93.0;150.2688;222.2043;0.828;3.295;0.6154;445.78;20665.0;10.1;0.3441;0.6452;0.3548;0.6344;0.2903;0.6989;noemi;1;
38;34.0;146.5588;247.0;0.8235;3.4283;0.5862;475.7778;8398.0;20.2;0.3529;0.6176;0.4118;0.5588;0.3529;0.6176;noemi;1;
39;89.0;132.4382;166.3146;0.6742;3.2802;0.7049;334.4889;14802.0;20.1;0.3258;0.6629;0.3258;0.6629;0.3034;0.6854;noemi;1;
40;35.0;59.0857;111.2286;0.5429;3.6833;0.6;449.2222;3893.0;17.2;0.1714;0.8;0.2;0.7714;0.1429;0.8286;noemi;1;
41;2.0;250.0;708.5;2.0;3.61;0.2;708.5;1417.0;17.1;0.5;0.0;0.5;0.0;0.0;0.5;noemi;1;
42;55.0;153.3273;237.4182;0.9818;3.4194;0.6727;393.8824;13058.0;5.2;0.4;0.5818;0.3818;0.6;0.3818;0.6;noemi;1;
43;89.0;162.618;280.0225;0.9888;3.3786;0.6854;524.76;24922.0;5.1;0.4382;0.5506;0.3596;0.6292;0.3146;0.6742;noemi;1;
44;59.0;140.4407;378.3729;1.5593;3.3772;0.6344;727.8438;22324.0;9.2;0.322;0.661;0.2881;0.6949;0.2881;0.6949;noemi;1;
45;74.0;133.1081;209.9324;0.7973;3.3374;0.6333;420.6316;15535.0;9.1;0.3919;0.5946;0.3649;0.6216;0.2838;0.7027;noemi;1;
46;15.0;153.2667;341.0667;1.2667;3.54;0.5;541.6;5116.0;11.2;0.4;0.5333;0.2667;0.6667;0.3333;0.6;noemi;1;
47;7.0;126.2857;549.0;1.7143;3.4475;0.3846;960.75;3843.0;11.1;0.4286;0.4286;0.4286;0.4286;0.4286;0.4286;noemi;1;
48;66.0;152.2273;343.9091;1.3636;3.3923;0.6044;688.0256;22698.0;15.2;0.3485;0.6364;0.3182;0.6667;0.2879;0.697;noemi;1;
49;15.0;125.6;225.5333;0.8667;3.5471;0.3571;695.1429;3383.0;15.1;0.2667;0.6667;0.2667;0.6667;0.2;0.7333;noemi;1;
50;90.0;135.4333;184.1889;0.7667;3.4492;0.7;344.22;16577.0;27.2;0.4;0.5889;0.3778;0.6111;0.3;0.6889;noemi;1;
51;73.0;133.9178;168.3014;0.6712;3.3956;0.74;330.0;12286.0;27.1;0.3562;0.6301;0.3425;0.6438;0.1918;0.7945;noemi;1;
52;106.0;138.4434;202.434;0.8113;3.389;0.6897;380.8793;21458.0;24.1;0.3396;0.6509;0.3113;0.6792;0.3019;0.6887;noemi;1;
53;110.0;144.7727;195.1455;0.7909;3.388;0.7273;399.1967;21466.0;24.2;0.4091;0.5818;0.4;0.5909;0.3;0.6909;noemi;1;
54;120.0;138.85;206.575;0.7833;3.4187;0.6316;454.5167;24789.0;25.1;0.35;0.6417;0.35;0.6417;0.2667;0.725;noemi;1;
55;116.0;139.75;177.8103;0.6983;3.2811;0.7317;351.7188;20626.0;25.2;0.3017;0.6897;0.319;0.6724;0.2672;0.7241;noemi;1;
56;76.0;131.0789;198.1842;0.7895;3.4744;0.6557;428.9231;15062.0;12.2;0.3553;0.6316;0.3289;0.6579;0.3158;0.6711;noemi;1;
57;16.0;148.875;193.625;0.75;3.5278;0.6154;344.2222;3098.0;12.1;0.4375;0.5;0.4375;0.5;0.25;0.6875;noemi;1;
58;7.0;355.7143;1040.1429;1.7143;3.692;0.3846;1659.2;7281.0;18.2;0.5714;0.2857;0.5714;0.2857;0.5714;0.2857;noemi;1;
59;8.0;152.0;222.875;0.75;3.73;0.4286;628.75;1783.0;18.1;0.5;0.375;0.5;0.375;0.375;0.5;noemi;1;
60;7.0;142.7143;329.4286;1.5714;3.708;0.5;544.4;2306.0;28.0;0.5714;0.2857;0.4286;0.4286;0.5714;0.2857;noemi;1;
61;11.0;119.7273;159.0909;0.9091;3.7886;0.5455;273.8571;1750.0;1.0;0.4545;0.4545;0.4545;0.4545;0.4545;0.4545;noemi;1;
62;13.0;93.6154;221.0769;1.3077;3.195;0.4444;479.0;2874.0;29.0;0.3077;0.6154;0.3077;0.6154;0.3077;0.6154;noemi;1;
63;8.0;106.25;359.25;1.75;3.142;0.4667;604.8;2874.0;4.0;0.625;0.25;0.5;0.375;0.625;0.25;noemi;1;
64;12.0;159.9167;265.5833;1.25;3.2812;0.375;494.375;3187.0;26.0;0.4167;0.5;0.5;0.4167;0.4167;0.5;noemi;1;
65;18.0;245.7778;650.3333;2.6111;3.5687;0.6458;904.8667;11706.0;2.0;0.5556;0.3889;0.4444;0.5;0.5;0.4444;noemi;1;
66;8.0;160.625;899.0;3.75;3.765;0.5161;1315.6667;7192.0;3.0;0.5;0.375;0.375;0.5;0.5;0.375;noemi;1;
67;8.0;37.5;37.5;0.125;3.1;0.0;300.0;300.0;16.0;0.125;0.75;0.125;0.75;0.125;0.75;noemi;1;
68;;;;;;;;;8.0;;;;;;;noemi;1;True
69;12.0;216.75;530.0;2.25;3.4933;0.5;616.0833;6360.0;30.0;0.5833;0.3333;0.5;0.4167;0.4167;0.5;noemi;1;
70;9.0;137.0;211.2222;0.7778;3.47;0.5;407.0;1901.0;6.0;0.5556;0.3333;0.4444;0.4444;0.5556;0.3333;noemi;1;
71;8.0;159.25;323.875;1.375;3.4;0.4167;462.5;2591.0;19.0;0.5;0.375;0.5;0.375;0.375;0.5;noemi;1;
72;10.0;173.3;452.6;2.4;3.0389;0.6;549.2222;4526.0;13.0;0.5;0.4;0.5;0.4;0.5;0.4;noemi;1;
73;8.0;162.625;227.25;1.125;3.055;0.4;542.1667;1818.0;7.0;0.5;0.375;0.5;0.375;0.25;0.625;noemi;1;
74;10.0;221.8;691.8;3.1;3.37;0.5;745.1;6918.0;14.0;0.5;0.4;0.4;0.5;0.5;0.4;noemi;1;
75;8.0;99.875;162.25;0.75;3.5667;0.2857;432.6667;1298.0;22.0;0.375;0.5;0.25;0.625;0.375;0.5;noemi;1;
76;12.0;194.3333;591.5;2.0;3.456;0.68;723.1;7098.0;21.0;0.3333;0.5833;0.3333;0.5833;0.25;0.6667;noemi;1;
77;13.0;141.6154;210.8462;0.9231;3.4912;0.5385;342.625;2741.0;23.0;0.6154;0.3077;0.6154;0.3077;0.3846;0.5385;noemi;1;
78;15.0;174.4667;376.5333;1.6667;3.4082;0.7308;578.5455;5648.0;10.0;0.4;0.5333;0.4;0.5333;0.3333;0.6;noemi;1;
79;10.0;125.0;133.3;0.7;3.2867;0.5;247.1667;1333.0;20.0;0.5;0.4;0.5;0.4;0.3;0.6;noemi;1;
80;12.0;145.6667;320.8333;1.4167;3.4771;0.5556;609.5714;3850.0;17.0;0.5;0.4167;0.4167;0.5;0.5;0.4167;noemi;1;
81;8.0;118.75;254.25;1.375;3.57;0.3333;406.8;2034.0;5.0;0.5;0.375;0.375;0.5;0.375;0.5;noemi;1;
82;12.0;101.4167;193.0;1.0;3.4183;0.4615;386.0;2316.0;9.0;0.4167;0.5;0.3333;0.5833;0.4167;0.5;noemi;1;
83;8.0;218.625;793.25;3.5;3.4571;0.4483;1249.1429;6346.0;11.0;0.625;0.25;0.375;0.5;0.625;0.25;noemi;1;
84;8.0;68.875;89.75;0.5;3.3933;0.4;239.3333;718.0;15.0;0.25;0.625;0.25;0.625;0.125;0.75;noemi;1;
85;8.0;156.125;314.5;1.25;3.616;0.5455;536.6;2516.0;27.0;0.625;0.25;0.375;0.5;0.5;0.375;noemi;1;
86;5.0;83.4;83.4;0.4;3.325;0.3333;208.5;417.0;24.0;0.4;0.4;0.4;0.4;0.4;0.4;noemi;1;
87;9.0;194.3333;466.5556;2.3333;3.4983;0.3182;556.125;4199.0;25.0;0.3333;0.5556;0.3333;0.5556;0.2222;0.6667;noemi;1;
88;8.0;89.5;147.75;0.75;3.7333;0.2857;394.0;1182.0;12.0;0.375;0.5;0.25;0.625;0.375;0.5;noemi;1;
89;9.0;157.5556;452.3333;2.0;3.45;0.4737;641.1429;4071.0;18.0;0.3333;0.5556;0.3333;0.5556;0.4444;0.4444;noemi;1;
