;number_words_mean;first_fix_duration_mean;fix_duration_mean;fix_number_mean;pupil_mean;fixations_regressions_mean;go_past_time_mean;trt_trial;trial;fix_duration_increase;fix_duration_decrease;first_fix_duration_increase;first_fix_duration_decrease;fix_number_increase;fix_number_decrease;user;session
12;89;182.0;273.2022;1.1685;2.1362;0.6571;403.9552;24315.0;5.1;0.4831;0.5056;0.4944;0.4944;0.3708;0.618;antonella;1
13;55;198.2364;247.6;0.9818;2.11;0.7455;377.95;13618.0;5.2;0.4727;0.5091;0.4727;0.5091;0.3273;0.6545;antonella;1
14;53;200.4717;337.3774;1.3208;2.0727;0.6197;456.4634;17881.0;30.1;0.4906;0.4906;0.4717;0.5094;0.4151;0.566;antonella;1
15;41;142.8293;207.4634;0.9512;2.1186;0.65;357.6071;8506.0;30.2;0.4146;0.561;0.439;0.5366;0.2683;0.7073;antonella;1
16;90;239.3889;423.6778;1.5667;2.0582;0.6056;547.5658;38131.0;27.2;0.4333;0.5556;0.4444;0.5444;0.3333;0.6556;antonella;1
17;73;217.274;384.137;1.589;2.0652;0.6496;537.8033;28042.0;27.1;0.5479;0.4384;0.4932;0.4932;0.3425;0.6438;antonella;1
18;89;261.4944;463.8989;1.7303;2.0727;0.6065;624.9178;41287.0;20.1;0.4944;0.4944;0.4944;0.4944;0.3933;0.5955;antonella;1
19;34;134.9706;183.2353;0.8235;2.1495;0.6207;318.1429;6230.0;20.2;0.5;0.4706;0.5294;0.4412;0.3529;0.6176;antonella;1
20;21;197.619;456.4762;1.9048;2.1622;0.6341;577.0;9586.0;26.1;0.5238;0.4286;0.5714;0.381;0.4286;0.5238;antonella;1
21;85;114.7647;133.5647;0.6588;2.1221;0.7193;277.1667;11353.0;26.2;0.4118;0.5765;0.3765;0.6118;0.2941;0.6941;antonella;1
22;41;169.561;320.9512;1.3415;2.1648;0.6071;450.8065;13159.0;2.1;0.4878;0.4878;0.439;0.5366;0.4146;0.561;antonella;1
23;30;140.1;235.3667;1.0;2.1768;0.6452;411.0526;7061.0;2.2;0.4;0.5667;0.4;0.5667;0.3;0.6667;antonella;1
24;41;184.9024;264.7805;1.2195;2.0885;0.6471;361.9118;10856.0;23.1;0.4878;0.4878;0.4634;0.5122;0.3171;0.6585;antonella;1
25;12;104.25;145.9167;0.75;2.2283;0.6;291.8333;1751.0;23.2;0.3333;0.5833;0.4167;0.5;0.3333;0.5833;antonella;1
26;15;170.0667;181.2;0.8;2.1964;0.6154;282.0;2718.0;11.2;0.6;0.3333;0.6;0.3333;0.2667;0.6667;antonella;1
27;7;167.8571;392.8571;1.7143;2.296;0.3077;616.8;2750.0;11.1;0.4286;0.4286;0.5714;0.2857;0.4286;0.4286;antonella;1
28;108;182.1944;307.287;1.2593;2.0994;0.6496;475.2405;33187.0;3.1;0.463;0.5278;0.4722;0.5185;0.3056;0.6852;antonella;1
29;39;175.3077;260.7949;1.0513;2.0689;0.7381;399.2857;10171.0;3.2;0.4103;0.5641;0.4103;0.5641;0.3333;0.641;antonella;1
30;21;183.5714;257.381;1.1429;2.07;0.68;360.1875;5405.0;16.1;0.381;0.5714;0.381;0.5714;0.2857;0.6667;antonella;1
31;38;146.3158;223.6579;1.0789;2.1756;0.5952;967.7778;8499.0;16.2;0.4737;0.5;0.3684;0.6053;0.3947;0.5789;antonella;1
32;74;237.9595;394.5946;1.4865;2.0352;0.6126;542.2295;29200.0;9.1;0.4595;0.527;0.4595;0.527;0.3649;0.6216;antonella;1
33;59;193.8136;274.0678;1.0847;2.0252;0.6308;424.3182;16170.0;9.2;0.4407;0.5424;0.4915;0.4915;0.3051;0.678;antonella;1
34;136;155.1618;324.0809;1.1838;1.9956;0.5802;663.4051;44075.0;21.2;0.3897;0.6029;0.3529;0.6397;0.3235;0.6691;antonella;1
35;55;162.2909;243.6182;1.0182;2.0419;0.6842;390.973;13399.0;21.1;0.4364;0.5455;0.4364;0.5455;0.3273;0.6545;antonella;1
36;7;208.1429;367.5714;1.8571;2.2267;0.5714;535.6667;2573.0;18.2;0.5714;0.2857;0.4286;0.4286;0.4286;0.4286;antonella;1
37;8;187.5;425.125;2.125;2.1886;0.4444;895.4286;3401.0;18.1;0.375;0.5;0.375;0.5;0.375;0.5;antonella;1
38;116;250.3966;695.6983;2.6724;2.0345;0.6463;886.5631;80701.0;25.2;0.4397;0.5517;0.4569;0.5345;0.3966;0.5948;antonella;1
39;120;185.7083;261.3917;1.1;2.0221;0.6842;377.5326;31367.0;25.1;0.475;0.5167;0.4833;0.5083;0.275;0.7167;antonella;1
40;15;162.2667;217.8;0.9333;2.1118;0.7333;297.0;3267.0;15.1;0.4667;0.4667;0.4667;0.4667;0.4;0.5333;antonella;1
41;66;161.7121;250.7727;1.1515;2.0696;0.7013;431.3913;16551.0;15.2;0.4848;0.5;0.4697;0.5152;0.3485;0.6364;antonella;1
42;47;153.5106;191.8085;0.8936;2.0512;0.6977;386.2727;9015.0;7.2;0.4681;0.5106;0.4894;0.4894;0.3191;0.6596;antonella;1
43;2;133.5;171.0;1.0;2.16;0.0;342.0;342.0;7.1;0.0;0.5;0.0;0.5;0.0;0.5;antonella;1
44;16;218.8125;376.625;1.6875;2.0469;0.5357;505.8462;6026.0;8.2;0.5625;0.375;0.4375;0.5;0.3125;0.625;antonella;1
45;30;190.3667;269.5;1.2;2.0561;0.5946;496.3913;8085.0;8.1;0.4333;0.5333;0.4333;0.5333;0.4;0.5667;antonella;1
46;16;191.4375;385.25;1.6875;2.0714;0.6071;465.2857;6164.0;12.1;0.5;0.4375;0.4375;0.5;0.4375;0.5;antonella;1
47;76;163.0921;235.25;1.0526;2.0469;0.642;387.0769;17879.0;12.2;0.4868;0.5;0.5;0.4868;0.3553;0.6316;antonella;1
48;106;202.4245;312.1698;1.2453;1.9913;0.7068;452.8353;33090.0;24.1;0.4528;0.5377;0.4528;0.5377;0.3491;0.6415;antonella;1
49;110;147.3818;219.2182;0.8909;2.0314;0.7273;405.0769;24114.0;24.2;0.4364;0.5545;0.4545;0.5364;0.3182;0.6727;antonella;1
50;58;134.6379;172.4138;0.8103;2.0154;0.7083;303.6;10000.0;6.1;0.431;0.5517;0.3966;0.5862;0.3793;0.6034;antonella;1
51;57;173.193;221.4035;0.9474;2.0458;0.6727;398.425;12620.0;6.2;0.5088;0.4737;0.5088;0.4737;0.3158;0.6667;antonella;1
52;101;183.2277;294.9703;1.2574;2.0231;0.6484;417.7564;29792.0;14.2;0.4257;0.5644;0.4356;0.5545;0.2772;0.7129;antonella;1
53;112;181.6071;338.9286;1.2768;2.0571;0.6111;575.2564;37960.0;14.1;0.4643;0.5268;0.4554;0.5357;0.3839;0.6071;antonella;1
54;14;165.5;228.6429;1.0;2.183;0.6667;396.8;3201.0;29.2;0.3571;0.5714;0.3571;0.5714;0.3571;0.5714;antonella;1
55;3;266.6667;339.0;1.3333;2.2867;0.4;339.0;1017.0;29.1;0.3333;0.3333;0.6667;0.0;0.0;0.6667;antonella;1
56;115;173.1043;272.5826;1.0957;2.044;0.7008;465.775;31347.0;19.1;0.3826;0.6087;0.3739;0.6174;0.313;0.6783;antonella;1
57;19;152.2632;245.6842;0.8947;2.1836;0.6111;424.3636;4668.0;19.2;0.5263;0.4211;0.4737;0.4737;0.4211;0.5263;antonella;1
58;8;100.0;241.75;1.0;2.1675;0.3333;483.5;1934.0;22.2;0.5;0.375;0.5;0.375;0.375;0.5;antonella;1
59;48;137.3958;169.0625;0.7917;2.0963;0.7179;294.6667;8115.0;22.1;0.4583;0.5208;0.4375;0.5417;0.3333;0.6458;antonella;1
60;8;276.875;1010.125;3.375;2.2962;0.4286;1140.375;8081.0;4.0;0.25;0.625;0.25;0.625;0.25;0.625;antonella;1
61;15;209.0;553.2;2.4667;2.3193;0.5789;818.1429;8298.0;10.0;0.5333;0.4;0.4667;0.4667;0.4;0.5333;antonella;1
62;11;205.4545;265.3636;1.2727;2.266;0.6667;361.0;2919.0;1.0;0.3636;0.5455;0.4545;0.4545;0.2727;0.6364;antonella;1
63;12;168.5833;168.5833;0.6667;2.13;0.7778;252.875;2023.0;17.0;0.3333;0.5833;0.3333;0.5833;0.25;0.6667;antonella;1
64;10;164.0;204.0;0.8;2.01;0.5556;340.0;2040.0;13.0;0.3;0.6;0.3;0.6;0.3;0.6;antonella;1
65;7;247.8571;483.5714;1.7143;2.135;0.5385;975.3333;3385.0;28.0;0.5714;0.2857;0.2857;0.5714;0.4286;0.4286;antonella;1
66;8;158.375;430.25;1.625;2.1817;0.4286;573.6667;3442.0;5.0;0.625;0.25;0.375;0.5;0.625;0.25;antonella;1
67;12;133.3333;215.25;1.0833;2.0312;0.5;404.125;2583.0;30.0;0.4167;0.5;0.4167;0.5;0.3333;0.5833;antonella;1
68;8;164.75;329.25;1.25;2.1933;0.5455;439.0;2634.0;27.0;0.375;0.5;0.375;0.5;0.5;0.375;antonella;1
69;10;232.3;731.4;2.3;2.0833;0.5833;812.6667;7314.0;20.0;0.4;0.5;0.3;0.6;0.4;0.5;antonella;1
70;12;189.0833;332.8333;1.5;2.046;0.5263;419.4;3994.0;26.0;0.5;0.4167;0.4167;0.5;0.3333;0.5833;antonella;1
71;18;185.2778;772.1667;3.5556;2.1919;0.5538;943.625;13899.0;2.0;0.4444;0.5;0.3889;0.5556;0.3889;0.5556;antonella;1
72;13;191.0;361.8462;1.6154;2.018;0.5455;545.4;4704.0;23.0;0.3846;0.5385;0.4615;0.4615;0.3846;0.5385;antonella;1
73;8;177.25;245.875;1.125;2.04;0.4;366.6667;1967.0;11.0;0.625;0.25;0.5;0.375;0.375;0.5;antonella;1
74;8;219.0;254.375;0.875;2.146;0.5;530.4;2035.0;3.0;0.375;0.5;0.375;0.5;0.375;0.5;antonella;1
75;8;77.25;153.0;1.125;1.9;0.3;306.0;1224.0;16.0;0.375;0.5;0.375;0.5;0.375;0.5;antonella;1
76;12;192.4167;692.25;3.25;2.1309;0.45;959.8182;8307.0;9.0;0.3333;0.5833;0.4167;0.5;0.3333;0.5833;antonella;1
77;12;211.25;615.4167;3.4167;1.9909;0.5238;694.75;7385.0;21.0;0.4167;0.5;0.3333;0.5833;0.3333;0.5833;antonella;1
78;9;187.1111;251.8889;1.2222;2.0862;0.5833;337.5;2267.0;18.0;0.4444;0.4444;0.5556;0.3333;0.2222;0.6667;antonella;1
79;9;122.2222;350.8889;1.4444;2.005;0.4286;526.3333;3158.0;25.0;0.3333;0.5556;0.3333;0.5556;0.3333;0.5556;antonella;1
80;8;109.5;138.625;0.875;1.9967;0.5;215.3333;1109.0;15.0;0.375;0.5;0.375;0.5;0.25;0.625;antonella;1
81;8;116.75;204.25;1.125;1.9671;0.7;233.4286;1634.0;7.0;0.375;0.5;0.375;0.5;0.125;0.75;antonella;1
82;8;147.75;229.0;1.25;1.9757;0.4545;295.1429;1832.0;8.0;0.375;0.5;0.375;0.5;0.25;0.625;antonella;1
83;8;246.0;1350.125;4.875;2.0138;0.4;1425.125;10801.0;12.0;0.5;0.375;0.5;0.375;0.5;0.375;antonella;1
84;5;153.0;153.0;0.8;2.0825;0.4;237.0;765.0;24.0;0.6;0.2;0.6;0.2;0.2;0.6;antonella;1
85;9;153.7778;378.7778;1.8889;2.1057;0.4444;510.8571;3409.0;6.0;0.4444;0.4444;0.4444;0.4444;0.3333;0.5556;antonella;1
86;10;192.4;262.4;0.9;1.97;0.6;374.8571;2624.0;14.0;0.5;0.4;0.5;0.4;0.4;0.5;antonella;1
87;13;135.2308;173.7692;0.9231;1.9575;0.6923;282.375;2259.0;29.0;0.3077;0.6154;0.3077;0.6154;0.3846;0.5385;antonella;1
88;8;183.25;247.75;1.25;2.0514;0.6364;283.1429;1982.0;19.0;0.25;0.625;0.375;0.5;0.25;0.625;antonella;1
89;8;217.875;384.625;2.0;2.0829;0.4706;718.4286;3077.0;22.0;0.375;0.5;0.25;0.625;0.125;0.75;antonella;1
