number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
30;134.2;134.2;0.6;0.010398940039319095;0.014159513771472699;0.010015517955978695;and
31;220.0;185.0;1.1;0.017265842256456537;0.01972738112186287;0.018682494628070458;intimate
32;287.5;207.5;1.2;0.02223920979558463;0.020792611537198327;0.019493656211457867;atmosphere.
33;123.4;103.4;0.6;0.007969423571122968;0.01029154695301449;0.008804112140992318;The
34;75.8;75.8;0.5;0.00569144848844252;0.007140718953254736;0.00852298064254586;bed
35;61.6;33.3;0.2;0.004985028728655823;0.004794126115750072;0.0029850746268656717;is
36;405.2;243.5;1.6;0.02887848705854528;0.023260805048043603;0.026543856201197445;positioned
37;224.0;174.1;0.9;0.014872513538821037;0.018536261367966992;0.01331687983264726;next
38;139.2;124.2;0.7;0.008925626721250938;0.010938670563408576;0.010199971183910184;to
39;47.5;47.5;0.2;0.003351962167394804;0.004833921565870326;0.003655699567962778;a
40;121.6;99.9;0.7;0.009146380240710326;0.009595679265688339;0.011687224735037817;wall,
41;129.3;116.0;0.7;0.010056786911998074;0.0117563514172358;0.011285569284712672;and
42;158.1;158.1;0.8;0.010945936474804248;0.014826753175451738;0.01303715955292698;there
43;48.4;48.4;0.2;0.004151364012563903;0.005245716630758182;0.0035326086956521735;is
44;53.3;53.3;0.2;0.0024918077767628354;0.0036422964686109336;0.0024475524475524478;a
45;191.7;180.0;0.9;0.015011541486530578;0.01886590534203473;0.015276946602036063;lamp
46;38.3;38.3;0.2;0.0027462094845605474;0.0033805773071701054;0.0034992458521870286;on
47;65.0;52.5;0.5;0.004248286371534309;0.004427984855460124;0.007772472212293565;the
48;388.3;234.1;1.6;0.029047833049914124;0.02388187242483297;0.027082033015037858;nightstand,
49;294.2;219.2;1.3;0.02195317677529025;0.021847866861312897;0.022086194041501063;providing
50;256.6;214.9;1.1;0.01894734052696952;0.02100442756643895;0.018307945453930437;additional
51;223.5;195.1;1.0;0.01491638469651673;0.01815352486202553;0.01598365957032252;lighting
52;115.0;70.0;0.4;0.006551226805781596;0.005530397831386667;0.0058373829560270235;in
53;159.8;73.2;0.6;0.008889314330694977;0.00699007839650932;0.008847374092106314;the
54;212.3;99.0;1.0;0.015141453095565222;0.010363033133707292;0.01674456740625528;room.
55;100.0;75.0;0.5;0.005162745262162179;0.005949072782255556;0.006624100537144015;The
56;160.1;160.1;0.7;0.012308384768649776;0.016098351794131965;0.012178680210508639;overall
57;290.0;175.0;1.3;0.021167429840121665;0.016252346406781422;0.02218412336720456;ambiance
58;36.7;36.7;0.1;0.0012568493150684932;0.0020841615083196092;0.0009090909090909091;of
59;99.9;84.9;0.6;0.005139172472282733;0.006629467745491978;0.008319015791381303;the
60;163.3;163.3;0.8;0.012149304714113634;0.015937410775920948;0.013627955572827477;bedroom
61;45.0;45.0;0.2;0.002999573218969896;0.004100414292814684;0.0030830039525691698;is
62;255.8;142.6;1.1;0.016573758341771806;0.012951898688197605;0.016785321419950143;inviting
63;88.4;48.4;0.2;0.0030273972602739728;0.0027485944687375774;0.0018181818181818182;and
64;387.6;230.2;1.5;0.027166845086138647;0.024438593585326;0.02273279570935516;comfortable,
65;212.4;190.8;0.8;0.013806099522356726;0.017601787885172887;0.012363133438440126;making
66;118.3;118.3;0.3;0.005724036311048697;0.008290708164127428;0.00481060606060606;it
67;63.4;63.4;0.3;0.0037900745470954484;0.005322581417882709;0.004422187981510015;an
68;195.2;139.2;0.9;0.011015883456482628;0.012264641509995566;0.012220530942896454;ideal
69;133.3;115.0;0.7;0.010221563257904659;0.010889672745069925;0.01221276059831047;space
70;131.6;110.0;0.5;0.007136543256162123;0.009186592189932603;0.007012342924606135;for
71;211.5;163.1;1.0;0.014408088205062767;0.01595743548824674;0.016231961736155674;relaxation
72;78.3;60.8;0.4;0.006133695854408021;0.005987343756428504;0.007065759244007109;and
73;248.3;154.9;0.7;0.01799777633434993;0.013426514314772185;0.012608055786021888;rest.
