subject,n_prompt,first_response,second_response,model_preference,subject_preference,agreement_subject_model,question_order,metric_mean_abs_first,metric_mean_abs_second,entropy_shannon_first,entropy_shannon_second,entropy_conditional_first,entropy_conditional_second,alpha_asym_F3_minus_F4_first,alpha_asym_F3_minus_F4_second,bp_delta_first,bp_delta_second,bp_theta_first,bp_theta_second,bp_alpha_first,bp_alpha_second,bp_beta_first,bp_beta_second,bp_gamma_first,bp_gamma_second,psd_total_0_40_first,psd_total_0_40_second,plv_mean_weight_delta_first,plv_mean_weight_delta_second,plv_mean_weight_theta_first,plv_mean_weight_theta_second,plv_mean_weight_alpha_first,plv_mean_weight_alpha_second,plv_mean_weight_beta_first,plv_mean_weight_beta_second,plv_mean_weight_gamma_first,plv_mean_weight_gamma_second
Sub01,11,11.1,11.2,11.2,11.2,True,13,4.663006023354987e-06,4.39759861741503e-06,4.904281396370843,5.166711915653853,3.1201631574680873,2.845666582214811,-4.555500878605175e-13,-5.034425140366297e-13,1.2786989445089013e-11,2.928891067535952e-12,6.067064157746018e-12,8.424098735105331e-12,3.769394766616824e-12,1.1654019694273726e-11,5.573401593121052e-12,7.392398837288766e-12,1.289642965810357e-12,4.953063069188713e-13,2.3951441799971337e-11,2.1020005212560197e-11,0.40048920261329507,0.4102613400614554,0.36684294983058724,0.4362014650691619,0.3405819106276923,0.47533522837805486,0.2853287896759818,0.3317915254367419,0.306571924840679,0.3292623912190109
Sub01,27,27.2,27.1,27.1,27.1,True,14,4.885442497217507e-06,4.329943074082997e-06,5.292929175455129,5.690858683590936,3.625232756315701,3.560159082425306,2.0435454138188796e-13,4.739721790640794e-13,6.717095158113649e-12,1.52661065093012e-11,5.70528479775552e-12,4.9706159896452176e-12,2.9173795231474724e-12,5.263369649241347e-12,6.229002060067501e-12,9.010854660771047e-12,8.649973020332425e-13,7.559089585357412e-13,2.928377980532247e-11,3.169395565227838e-11,0.3523815407295096,0.3507452611917661,0.3729574478455262,0.3445111424019632,0.34571298938209927,0.3800529822783633,0.2635557728565057,0.2652296925890682,0.25336065781262196,0.2569973827742237
Sub01,17,17.2,17.1,17.1,17.2,False,15,4.448755457928326e-06,4.387072191862522e-06,5.528251127987849,5.643130253894374,2.886095647395595,3.308506502181033,-3.0742361912421448e-12,-1.1294849288708738e-12,8.721473127258742e-12,1.5148344194500035e-11,5.601572206814658e-12,6.887136639631719e-12,2.971634263612155e-12,4.91639040365516e-12,4.687295446298792e-12,5.5010887088876764e-12,6.674430632909704e-13,5.87243755199549e-13,2.5155291237602725e-11,2.541018531535309e-11,0.43305900144404585,0.38344644013934875,0.41794964032043036,0.3925140973184054,0.4103363828659843,0.3846976233568064,0.3127844470223224,0.2896413472662734,0.28321743286980894,0.2711535597842756
Sub01,24,24.1,24.2,24.2,24.2,True,16,4.192660573791114e-06,4.5496779872338486e-06,5.618603029136594,5.289453252756778,3.7115009199694646,2.792035364948658,-5.687690116609541e-12,-3.412492223310747e-12,6.499966715918816e-12,1.6314048062480238e-11,3.5425880128997857e-12,3.576004323525101e-11,3.887380119432095e-12,3.5043698873960635e-12,5.740999523495393e-12,2.479875101806323e-12,8.013393044090109e-13,3.5994353462069925e-13,2.0606788997551023e-11,3.513380397777802e-11,0.35623908723062614,0.4730065780531691,0.34696980125619337,0.4536272478592776,0.3300482572824572,0.4243846232853249,0.278746164192316,0.2978607869139292,0.29188144494447615,0.3416063137473491
Sub01,3,3.2,3.1,3.1,3.2,False,17,4.352543281912565e-06,3.95036067544439e-06,5.667884572705017,5.517847593645634,3.528732601921498,3.726005085384229,-1.3926816378404606e-12,-3.2773561249429547e-12,5.602187528838568e-12,4.739632256181573e-12,4.556284964474165e-12,7.361936039652272e-12,3.675477597463154e-12,3.5245174676424835e-12,4.097314149078126e-12,7.489605820327573e-12,5.683281743553486e-13,5.679392321665421e-13,2.1551641255428862e-11,2.2084320169997228e-11,0.37498301171477855,0.33643824944027645,0.3779500024763748,0.34600795804626594,0.37762777620321675,0.357700263826811,0.28405652757641103,0.2676557775288461,0.2746727389312714,0.2545083995716229
Sub01,25,25.2,25.1,25.2,25.2,True,18,4.197446160405868e-06,4.202517989197168e-06,5.492710660279323,5.63934962100285,3.7034860896951374,3.7747938710928515,2.89255998149511e-12,-2.5772676330578622e-12,7.507878142400853e-12,7.168162896432765e-12,4.08352800229723e-12,9.2694204403483e-12,4.649151186302898e-12,3.956468044175036e-12,3.2188764022562794e-12,3.0697555104641307e-12,5.350362720909133e-13,7.525358639507548e-13,1.8853637348454655e-11,2.2968979855138194e-11,0.3469470163430175,0.3345202911773552,0.3434161752014874,0.33902117440452606,0.3321217796876855,0.3479669469067951,0.2742883949077894,0.2842345221368929,0.26626109052695546,0.2729870902291981
Sub01,5,5.2,5.1,5.1,5.1,True,19,4.307942216017535e-06,4.3678017326022996e-06,5.667622631829643,5.277628546776279,3.329535923221479,3.3997099627365195,4.020990854137044e-12,-1.5858687166473976e-13,5.487088546937185e-12,7.315832959391156e-12,5.380260879071684e-12,8.592658298174376e-12,2.81730722584632e-12,5.175510286416534e-12,5.799956427540535e-12,8.608861561140509e-12,6.057637967108652e-13,8.334934803216985e-13,2.171501815467581e-11,3.187812467567172e-11,0.3695489989263865,0.34328213055181467,0.3465877159387224,0.3740527582365676,0.35222292376054753,0.3430097591344965,0.29520971247063166,0.27720708264467714,0.2962951450548806,0.2511386081365394
Sub01,23,23.1,23.2,23.2,23.2,True,20,4.110254250377886e-06,4.336087313550404e-06,5.588860095850433,5.5756795692837136,3.270682342662444,3.2263413005667334,-8.476603902493352e-13,-3.807184236227027e-12,9.325677010094029e-12,9.229424449436726e-12,4.184247796044652e-12,4.820381170418337e-12,2.9959287116308095e-12,5.001776081323099e-12,4.3663184567833886e-12,4.5578211328235355e-12,4.563152730523869e-13,4.650509207231911e-13,2.059777409383822e-11,2.43563577358949e-11,0.3843120208811406,0.4287505782305489,0.40872979844961344,0.40466791559657306,0.3607072188958348,0.3721770661566449,0.27771989562993,0.27908845958147194,0.27377364350483246,0.28771483884765536
Sub01,26,26.1,26.2,26.2,26.1,False,21,4.1415846336900506e-06,4.122518025691395e-06,5.546552154801797,5.45512549818188,3.1582966127348646,3.5777814520018136,2.6975762757795654e-12,8.198087613659984e-13,1.9505018691258904e-11,7.866757210377971e-12,4.093906520696671e-12,5.665422177161991e-12,4.219246258685732e-12,3.000468064576647e-12,4.109004962119522e-12,4.663457273381125e-12,6.098090905221182e-13,6.694932052368914e-13,2.4001512755943254e-11,1.8416347920253244e-11,0.4557338932599079,0.35219840475596564,0.4337767709592288,0.3467157863472825,0.3686007591476104,0.31992078626660236,0.2795676518819071,0.2743858305763544,0.3129420503845851,0.2569407228270169
Sub01,16,16.2,16.1,16.1,16.1,True,22,4.09147347234629e-06,4.300086385850407e-06,5.409896269399166,5.425453900987929,3.234508694044754,2.9558125300083438,9.844765373924866e-13,4.563024774159566e-12,9.282576444005035e-12,9.382600713728041e-12,3.62471599535052e-12,4.072816865329732e-12,4.453916207222296e-12,3.1087122803584494e-12,3.796733123907736e-12,1.1744689236626913e-11,8.231328398778687e-13,5.989412876986883e-13,2.01458478067552e-11,2.277837426985463e-11,0.3767380412271819,0.43843195047228617,0.3768671956995018,0.4451390097163978,0.33958066715070173,0.4084037778028549,0.2776215446402308,0.3072559216458053,0.29662212562868284,0.35456864007474326
Sub01,4,4.2,4.1,4.2,4.2,True,23,4.567578744643288e-06,4.373640347907001e-06,4.988849831761963,5.545357836198324,3.7079960393465132,2.701841025259986,-2.973339008548127e-12,2.1269068586950642e-13,1.2227455931385923e-11,1.3181758494362954e-11,6.840728513634538e-12,9.081054846191398e-12,2.415419533515773e-12,1.7612365791641727e-12,3.860735774619979e-12,3.735619515448457e-12,8.50286921757651e-13,5.863916112848245e-13,2.7913329002634596e-11,2.231417054174968e-11,0.32907448229934416,0.40716784130452094,0.3514592587352863,0.40618033175123414,0.30686216078594064,0.33242915369810605,0.2661533019968256,0.27202555005021,0.2877646357491615,0.32894266823196217
Sub01,9,9.1,9.2,9.2,9.2,True,24,4.239535251609897e-06,4.576652971914515e-06,5.283937248204697,5.670112277919647,2.669195376155411,3.4174209306203682,7.775283518653178e-13,2.2377853195628098e-12,1.3180586908508349e-11,1.1920354679269404e-11,2.8786470002193732e-12,6.067243953900391e-12,4.092230832743994e-12,3.114651675564153e-12,2.190136183998446e-12,1.037095034502158e-11,8.539837947143766e-13,6.756319567291014e-13,2.30833909352873e-11,2.7123378062286627e-11,0.44961538393474015,0.3828292898249801,0.4129380363326575,0.39567941674403523,0.39764034742498583,0.38444177259256074,0.3023091595249196,0.3005737856827617,0.31373281995224217,0.27948433326348526
Sub01,21,21.2,21.1,21.2,21.2,True,25,3.994816260754106e-06,4.1327101943332725e-06,5.6037623159280425,5.736684773739594,3.6901574855443546,3.4383224324915136,9.482897698070517e-13,-4.673248900711759e-13,7.58428384100521e-12,7.383609658143347e-12,5.8948900869460776e-12,3.036028686238323e-12,2.892721119583934e-12,2.9688102201428515e-12,5.5305693632258126e-12,6.802012282185386e-12,6.079660588932559e-13,6.809946667551601e-13,2.1873611938022083e-11,2.2340151766436608e-11,0.32169712438694803,0.4102769659475839,0.3350551328209133,0.377222940045509,0.31592635193271273,0.34897130592595343,0.27424478942774033,0.3166819071422886,0.2766973246576502,0.32544717624405956
Sub01,10,10.1,10.2,10.1,10.2,False,26,4.485333005376166e-06,4.128053050370851e-06,4.506072405430799,5.795897090991939,3.7031828777829894,3.3711271534953253,-9.597693006942271e-13,-1.1428724710134886e-12,1.172613281975975e-11,1.2571044358640763e-11,5.929098283949194e-12,5.635542429345214e-12,4.922532588932983e-12,5.8916121388462096e-12,4.707591267846106e-12,6.8581245335915575e-12,5.727304560016556e-13,3.7642645503005917e-13,2.641788344987234e-11,2.6978124793247576e-11,0.355686889500318,0.3530315194741701,0.3434259291912528,0.38795104953147097,0.31995130218756795,0.36756200141777623,0.26514221954024353,0.2885117540833535,0.26094294853724154,0.27694889874106
Sub01,20,20.1,20.2,20.2,20.2,True,27,4.239525111663869e-06,4.073796539470314e-06,5.018205340983972,5.754695448527649,3.7192549902124004,3.3356764175082128,4.947522712539214e-13,-9.362904401161664e-13,9.656246885099033e-12,9.778678813683912e-12,5.844987519736382e-12,5.865225024717845e-12,3.390351325796814e-12,3.95821863062419e-12,3.094818316169712e-12,3.062729917822336e-12,5.215750092590657e-13,5.892930081982577e-13,2.2815301579669106e-11,2.154809678223506e-11,0.3307347683950269,0.3784573793215533,0.3944626393132667,0.39454798468383606,0.3211887114088648,0.3577383017497579,0.28519739536874084,0.2879580098485178,0.29823037587144063,0.2821106248856117
Sub01,14,14.2,14.1,14.1,14.1,True,28,4.165433488884723e-06,4.189076394156251e-06,5.6424438384643905,5.665013914125127,3.5285138569992736,3.5648611420568344,-4.13561752370725e-13,-7.309711730841282e-12,4.001048493485545e-12,7.547920786949986e-12,6.678912221271491e-12,5.293906128063575e-12,2.5863230171288934e-12,4.984354354089068e-12,3.4918349355558316e-12,6.655030507938e-12,5.638187868906812e-13,5.078158279528509e-13,1.6349276702476055e-11,2.11551800266274e-11,0.3661233429682814,0.33995056617966396,0.36727356243828446,0.3645022429681383,0.35383234975974126,0.3442848827115651,0.294564703336843,0.3099453242894688,0.30099874516390945,0.31291638135691796
Sub01,28,28.2,28.1,28.2,28.1,False,29,3.964828039542185e-06,4.282958864750057e-06,5.514735062150194,5.792524047556094,3.225587369699076,3.6440956159222795,-8.375477623152034e-13,-5.395237683447599e-13,3.83193716763005e-12,1.8433769980865897e-11,8.899907134437326e-12,7.783161718085765e-12,2.1251781644353698e-12,3.8676919680049164e-12,2.113775390944881e-12,4.270120212486513e-12,8.189199254407022e-13,6.704711121249816e-13,1.8147571844321453e-11,2.4523409720765665e-11,0.36984108158669954,0.32560228825214854,0.4284443632865111,0.39038033135625505,0.3784193207049932,0.3477203736353078,0.290277156232817,0.2850690561854775,0.3003177526061633,0.30412498985304887
Sub01,1,1.1,1.2,1.1,1.1,True,30,4.3139383450363114e-06,4.627928689896248e-06,4.984061729024418,4.969075024849698,2.543561219149884,3.50322254339937,-2.553358247205324e-13,-1.4317538889052676e-12,1.1254943310788033e-12,9.786017964308996e-12,9.364587461832152e-12,5.54424801384239e-12,2.087134194455395e-12,4.171543623787377e-12,3.0759843548114932e-12,5.7238161815064564e-12,5.928647563103395e-13,3.404582203446435e-13,1.830526965869666e-11,2.267333332210341e-11,0.5475250288085476,0.3472033203034178,0.5221131740681234,0.3950817383330029,0.4636783146437972,0.3849741546918262,0.33808485083435363,0.271277002872944,0.3462010566747455,0.26213194165181397
Sub02,28,28.1,28.2,28.2,28.2,True,1,5.72593554050219e-06,5.250290456010127e-06,5.413693947830683,5.637422195036579,4.114990809019517,3.6026703732018044,2.0881065978605932e-12,1.0229922699399241e-13,8.47039921656957e-12,1.0547650483994554e-11,5.21436685694315e-12,3.5890947238418735e-12,2.0614463170121383e-12,1.4641194921127122e-12,8.654213984925095e-12,6.246432873840331e-12,6.445300201830239e-13,7.757499002541691e-13,2.8906705120733028e-11,2.4055957043207128e-11,0.2744917404707847,0.367501110506918,0.29026210194287605,0.346847418480794,0.3106815833337425,0.33274519885309484,0.26716941146521567,0.2646435739158584,0.1965126139622013,0.21310983968794098
Sub02,2,2.1,2.2,2.2,2.1,False,2,5.0890259638669214e-06,5.3464039136153706e-06,5.397253861619042,5.361111902900834,3.7194599901682492,3.7656178207911415,6.586913900154396e-13,2.0678299313309424e-12,1.0650038433608768e-11,8.941228508961502e-12,1.8142791207663855e-12,3.851258024193169e-12,1.537499348359612e-12,3.2340642717217387e-12,3.4372232274149647e-12,1.0022956615385035e-11,8.246547637611e-13,9.518719027194604e-13,2.204664202022472e-11,3.262341076454889e-11,0.2924799561596687,0.30668820091809723,0.28398742891356543,0.2915349424899959,0.32516945579821893,0.2934675358667804,0.254225715326036,0.26586099238675576,0.21085502384911167,0.20887020293651395
Sub02,25,25.1,25.2,25.2,25.2,True,3,5.229499677542752e-06,5.34658488596601e-06,5.328064838002287,5.3496389972509855,4.488401497270218,4.289941823587733,1.9500280250721905e-13,-9.622505806926915e-13,5.287747451765631e-12,9.32512899148871e-12,2.7752855785724503e-12,2.639909567311546e-12,2.9102699267466555e-12,2.6071948978104407e-12,7.102544252109415e-12,6.531981546628687e-12,6.951090732663341e-13,1.0629286960517303e-12,1.9610649376321723e-11,2.495948428663581e-11,0.2759359016607084,0.2941521910159902,0.30586776811997823,0.3053075725286668,0.3129084093002777,0.3345907549854094,0.25873988850724405,0.26908209721347753,0.1962675522035147,0.20536246639727954
Sub02,3,3.1,3.2,3.1,3.1,True,4,5.45120385082265e-06,5.5441874079072925e-06,4.930626474660957,5.306596800856576,4.355794449264004,3.726335513636389,2.1886779333518164e-13,-5.484582528032408e-13,8.870288186080543e-12,1.0528178167522797e-11,4.361441042188654e-12,3.869145210547163e-12,3.0792524286727066e-12,2.721662596506427e-12,7.402966845250014e-12,9.37521942363121e-12,7.282220061770325e-13,9.285822049083695e-13,2.3274608282848367e-11,2.5884381563921278e-11,0.27579063100123596,0.32104990438466235,0.2908135282183143,0.3130796881943193,0.3374353584666002,0.3200957123418047,0.2679804578757679,0.29927879004531793,0.21007453999852121,0.2275504662006991
Sub02,19,19.1,19.2,19.1,19.2,False,5,5.4800541724203185e-06,5.125077290234534e-06,5.3753958914092435,5.566009368426807,4.346514297691165,3.6161657871771133,-3.4752600860303334e-13,8.840582306592001e-13,9.94986234060748e-12,1.5438059948303378e-11,3.897816065495509e-12,2.2606887074000424e-12,3.5013470491461425e-12,2.266732554938928e-12,7.663326320099915e-12,7.637302962940852e-12,8.741180901074913e-13,8.453576981766821e-13,2.6112587327860055e-11,2.6415449083391025e-11,0.311989835214467,0.3320737742426912,0.2961402457930724,0.34503667514360215,0.335104801414973,0.3193157172940451,0.28130114055315053,0.2852737578695291,0.21063826221512957,0.21352637001878835
Sub02,18,18.2,18.1,18.2,18.2,True,6,4.582246077510048e-06,4.676758671385521e-06,5.466014950695074,5.448302154241534,3.189334722832254,3.543472478141111,1.4534591606651416e-12,-1.3773040304027834e-12,8.084338629530406e-12,5.717286537311196e-12,3.116843929239967e-12,4.663316031856127e-12,2.68754295380922e-12,5.556233736953127e-12,3.682889515970261e-12,6.882746170149635e-12,8.563352730266348e-13,8.465378509784972e-13,2.272690281210483e-11,2.4871478512482867e-11,0.42491852277869574,0.29695934933657625,0.3729765795743861,0.32486625115148376,0.34431185761786337,0.36556749107612463,0.29559800521945356,0.27992677443325786,0.24327255645092272,0.23520575687589595
Sub02,10,10.1,10.2,10.1,10.2,False,7,5.307075325953025e-06,5.7197687552364096e-06,5.344322120373353,5.3666906179757845,4.256134650404059,3.9170746623118293,5.889977890099844e-13,1.3974202537431398e-12,9.768830877006619e-12,8.036721661683385e-12,3.1345314961455706e-12,4.218572968606677e-12,5.00492652835241e-12,5.549218404646154e-12,8.066506822986783e-12,8.597453244005222e-12,9.966586321080326e-13,8.536940478114238e-13,3.636467417176203e-11,3.530821961421286e-11,0.2845587818143887,0.3358801850655679,0.29461710217017584,0.30874535944811177,0.3099295816401179,0.37912831543191683,0.27354544771545986,0.26828748569966115,0.19951945152501138,0.2110070467653926
Sub02,29,29.1,29.2,29.1,29.2,False,8,3.979217204555396e-06,4.423531270970877e-06,5.430594932053044,5.526202607210558,2.9307951728240944,3.4724955532536343,3.488931813093353e-12,-8.432627440804885e-14,4.321947281947587e-12,7.881171375233066e-12,1.576307666595029e-12,3.972886428312598e-12,2.3535719818420882e-12,2.0702943267612353e-12,3.9293361176453684e-12,9.542522681357208e-12,1.3290266251754044e-12,6.765472518175911e-13,1.4678090042516573e-11,2.071278180530446e-11,0.39126805619272265,0.3280179705520083,0.3563275800063008,0.3244105837327561,0.35332303273452165,0.33737915043960165,0.29540131707901396,0.32133942175599417,0.24024948756361467,0.226371206042918
Sub02,20,20.2,20.1,20.2,20.2,True,9,4.721147658389109e-06,5.54277152382721e-06,5.602379525354553,5.347236433059573,3.7131111483110644,4.0476867946191,-6.662730276550202e-14,1.1797430838912523e-13,8.354667561116968e-12,7.074076551078546e-12,5.542376625323498e-12,4.681749431347216e-12,2.381985250504185e-12,3.625047952065894e-12,7.948260650799168e-12,8.403434810795471e-12,8.400412299772239e-13,4.798029651927137e-13,2.3091279024085305e-11,2.754360878319667e-11,0.29249440514112984,0.3462088992243223,0.3203668020431546,0.2975266179269715,0.32902061052606124,0.31315563036363186,0.2762090383409261,0.2745361981718462,0.21666796684287318,0.2131846559253885
